Status,Country,ReactorCode,Reactor Name,Type,Grid Connection,Commercial operation,Shutdown,LinkA,LinkB
Shut Down,ARMENIA,AM-18,ARMENIAN-1, PWR,12/1/1976,10/1/1977,2/1/1989,nan,nan
Shut Down,BELGIUM,BE-1,BR-3, PWR,10/1/1962,10/1/1962,6/1/1987,https://en.wikipedia.org/wiki/Nuclear_energy_in_Belgium,https://science.sckcen.be/en/Facilities/BR3
Shut Down,BULGARIA,BG-1,KOZLODUY-1, PWR,7/1/1974,10/1/1974,12/1/2002,https://en.wikipedia.org/wiki/Kozloduy_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Kozloduy_Nuclear_Power_Plant
Shut Down,CANADA,CA-2,DOUGLAS POINT, PHWR,1/1/1967,9/1/1968,5/1/1984,https://en.wikipedia.org/wiki/Douglas_Point_Nuclear_Generating_Station,https://en.wikipedia.org/wiki/Douglas_Point_Nuclear_Generating_Station
Shut Down,CANADA,CA-3,GENTILLY-1, HWLWR,4/1/1971,5/1/1972,6/1/1977,https://en.wikipedia.org/wiki/Gentilly_Nuclear_Generating_Station,https://en.wikipedia.org/wiki/Gentilly_Nuclear_Generating_Station
Shut Down,CANADA,CA-5,PICKERING-2, PHWR,10/1/1971,12/1/1971,5/1/2007,https://en.wikipedia.org/wiki/Pickering_Nuclear_Generating_Station,https://en.wikipedia.org/wiki/Pickering_Nuclear_Generating_Station
Shut Down,CANADA,CA-1,ROLPHTON NPD, PHWR,6/1/1962,10/1/1962,8/1/1987,https://en.wikipedia.org/wiki/Nuclear_Power_Demonstration,https://en.wikipedia.org/wiki/Nuclear_Power_Demonstration
Shut Down,FRANCE,FR-9,BUGEY-1, GCR,4/1/1972,7/1/1972,5/1/1994,https://en.wikipedia.org/wiki/Bugey_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Bugey_Nuclear_Power_Plant
Shut Down,FRANCE,FR-2,CHINON A-1, GCR,6/1/1963,2/1/1964,4/1/1973,https://en.wikipedia.org/wiki/Chinon_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Chinon_Nuclear_Power_Plant
Shut Down,FRANCE,FR-5,CHOOZ-A (ARDENNES), PWR,4/1/1967,4/1/1967,10/1/1991,https://en.wikipedia.org/wiki/Chooz_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Chooz_Nuclear_Power_Plant
Shut Down,FRANCE,FR-6,EL-4 (MONTS D'ARREE), HWGCR,7/1/1967,6/1/1968,7/1/1985,https://en.wikipedia.org/wiki/Brennilis_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Brennilis_Nuclear_Power_Plant
Shut Down,FRANCE,FR-1B,G-2 (MARCOULE), GCR,4/1/1959,4/1/1959,2/1/1980,https://en.wikipedia.org/wiki/Marcoule_Nuclear_Site,nan
Shut Down,FRANCE,FR-10,PHENIX, FBR,12/1/1973,7/1/1974,2/1/2010,https://en.wikipedia.org/wiki/Ph%25C3%25A9nix,https://en.wikipedia.org/wiki/Ph%25C3%25A9nix
Shut Down,FRANCE,FR-7,ST. LAURENT A-1, GCR,3/1/1969,6/1/1969,4/1/1990,https://en.wikipedia.org/wiki/Saint-Laurent_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Saint-Laurent_Nuclear_Power_Plant
Shut Down,FRANCE,FR-24,SUPER-PHENIX, FBR,1/1/1986,12/1/1986,12/1/1998,https://en.wikipedia.org/wiki/Superph%25C3%25A9nix,https://en.wikipedia.org/wiki/Superph%25C3%25A9nix
Shut Down,GERMANY,DE-4,AVR JUELICH, HTGR,12/1/1967,5/1/1969,12/1/1988,https://en.wikipedia.org/wiki/AVR_reactor,https://en.wikipedia.org/wiki/AVR_reactor
Shut Down,GERMANY,DE-12,BIBLIS-A, PWR,8/1/1974,2/1/1975,8/1/2011,https://en.wikipedia.org/wiki/Biblis_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Biblis_Nuclear_Power_Plant
Shut Down,GERMANY,DE-13,BRUNSBUETTEL, BWR,7/1/1976,2/1/1977,8/1/2011,https://en.wikipedia.org/wiki/Brunsb%25C3%25BCttel_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Brunsb%25C3%25BCttel_Nuclear_Power_Plant
Shut Down,GERMANY,DE-23,GRAFENRHEINFELD, PWR,12/1/1981,6/1/1982,6/1/2015,https://en.wikipedia.org/wiki/Grafenrheinfeld_nuclear_power_plant,https://en.wikipedia.org/wiki/Grafenrheinfeld_nuclear_power_plant
Shut Down,GERMANY,DE-502,GREIFSWALD-1, PWR,12/1/1973,7/1/1974,2/1/1990,https://en.wikipedia.org/wiki/Greifswald_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Greifswald_Nuclear_Power_Plant
Shut Down,GERMANY,DE-3,GUNDREMMINGEN-A, BWR,12/1/1966,4/1/1967,1/1/1977,https://en.wikipedia.org/wiki/Gundremmingen_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Gundremmingen_Nuclear_Power_Plant
Shut Down,GERMANY,DE-7,HDR GROSSWELZHEIM, BWR,10/1/1969,8/1/1970,4/1/1971,https://en.wikipedia.org/wiki/Gro%25C3%259Fwelzheim_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Gro%25C3%259Fwelzheim_Nuclear_Power_Plant
Shut Down,GERMANY,DE-16,ISAR-1, BWR,12/1/1977,3/1/1979,8/1/2011,https://en.wikipedia.org/wiki/Isar_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Isar_Nuclear_Power_Plant
Shut Down,GERMANY,DE-8,KNK II, FBR,4/1/1978,3/1/1979,8/1/1991,https://en.wikipedia.org/wiki/List_of_power_stations_in_Germany,nan
Shut Down,GERMANY,DE-20,KRUEMMEL, BWR,9/1/1983,3/1/1984,8/1/2011,https://en.wikipedia.org/wiki/Kr%25C3%25BCmmel_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Kr%25C3%25BCmmel_Nuclear_Power_Plant
Shut Down,GERMANY,DE-6,LINGEN, BWR,7/1/1968,10/1/1968,1/1/1977,https://en.wikipedia.org/wiki/Lingen_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/LINGEN
Shut Down,GERMANY,DE-22,MUELHEIM-KAERLICH, PWR,3/1/1986,8/1/1987,9/1/1988,https://en.wikipedia.org/wiki/M%25C3%25BClheim-K%25C3%25A4rlich_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/M%25C3%25BClheim-K%25C3%25A4rlich_Nuclear_Power_Plant
Shut Down,GERMANY,DE-2,MZFR, PHWR,3/1/1966,12/1/1966,5/1/1984,https://en.wikipedia.org/wiki/List_of_power_stations_in_Germany,nan
Shut Down,GERMANY,DE-15,NECKARWESTHEIM-1, PWR,6/1/1976,12/1/1976,8/1/2011,https://en.wikipedia.org/wiki/Neckarwestheim_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Neckarwestheim_Nuclear_Power_Plant
Shut Down,GERMANY,DE-11,NIEDERAICHBACH, HWGCR,1/1/1973,1/1/1973,7/1/1974,https://en.wikipedia.org/wiki/Niederaichbach_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Niederaichbach_Nuclear_Power_Plant
Shut Down,GERMANY,DE-5,OBRIGHEIM, PWR,10/1/1968,3/1/1969,5/1/2005,https://en.wikipedia.org/wiki/Obrigheim_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Obrigheim_Nuclear_Power_Plant
Shut Down,GERMANY,DE-14,PHILIPPSBURG-1, BWR,5/1/1979,3/1/1980,8/1/2011,https://en.wikipedia.org/wiki/Philippsburg_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Philippsburg_Nuclear_Power_Plant
Shut Down,GERMANY,DE-501,RHEINSBERG, PWR,5/1/1966,10/1/1966,6/1/1990,https://en.wikipedia.org/wiki/Rheinsberg_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Rheinsberg_Nuclear_Power_Plant
Shut Down,GERMANY,DE-10,STADE, PWR,1/1/1972,5/1/1972,11/1/2003,https://en.wikipedia.org/wiki/Stade_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Stade_Nuclear_Power_Plant
Shut Down,GERMANY,DE-19,THTR-300, HTGR,11/1/1985,6/1/1987,9/1/1988,https://en.wikipedia.org/wiki/THTR-300,https://en.wikipedia.org/wiki/THTR-300
Shut Down,GERMANY,DE-17,UNTERWESER, PWR,9/1/1978,9/1/1979,8/1/2011,https://en.wikipedia.org/wiki/Unterweser_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Unterweser_Nuclear_Power_Plant
Shut Down,GERMANY,DE-1,VAK KAHL, BWR,6/1/1961,2/1/1962,11/1/1985,https://en.wikipedia.org/wiki/Kahl_Nuclear_Power_Plant,nan
Shut Down,GERMANY,DE-9,WUERGASSEN, BWR,12/1/1971,11/1/1975,8/1/1994,https://en.wikipedia.org/wiki/Nuclear_power_in_Germany,nan
Shut Down,ITALY,IT-4,CAORSO, BWR,5/1/1978,12/1/1981,7/1/1990,https://en.wikipedia.org/wiki/Caorso_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Caorso_Nuclear_Power_Plant
Shut Down,ITALY,IT-3,ENRICO FERMI, PWR,10/1/1964,1/1/1965,7/1/1990,https://en.wikipedia.org/wiki/Enrico_Fermi,https://en.wikipedia.org/wiki/Enrico_Fermi
Shut Down,ITALY,IT-2,GARIGLIANO, BWR,1/1/1964,6/1/1964,3/1/1982,https://en.wikipedia.org/wiki/Garigliano_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Garigliano_Nuclear_Power_Plant
Shut Down,ITALY,IT-1,LATINA, GCR,5/1/1963,1/1/1964,12/1/1987,https://en.wikipedia.org/wiki/Latina_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Latina_Nuclear_Power_Plant
Shut Down,JAPAN,JP-20,FUGEN ATR, HWLWR,7/1/1978,3/1/1979,3/1/2003,https://en.wikipedia.org/wiki/Fugen_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Fugen_Nuclear_Power_Plant
Shut Down,JAPAN,JP-5,FUKUSHIMA-DAIICHI-1, BWR,11/1/1970,3/1/1971,5/1/2011,https://en.wikipedia.org/wiki/Fukushima_Daiichi_nuclear_disaster_(Unit_1_Reactor),https://en.wikipedia.org/wiki/Fukushima_Daiichi_Nuclear_Power_Plant
Shut Down,JAPAN,JP-12,GENKAI-1, PWR,2/1/1975,10/1/1975,4/1/2015,https://en.wikipedia.org/wiki/Genkai_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Genkai_Nuclear_Power_Plant
Shut Down,JAPAN,JP-11,HAMAOKA-1, BWR,8/1/1974,3/1/1976,1/1/2009,https://en.wikipedia.org/wiki/Hamaoka_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Hamaoka_Nuclear_Power_Plant
Shut Down,JAPAN,JP-23,IKATA-1, PWR,2/1/1977,9/1/1977,5/1/2016,https://en.wikipedia.org/wiki/Ikata_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Ikata_Nuclear_Power_Plant
Shut Down,JAPAN,JP-1,JPDR, BWR,10/1/1963,3/1/1965,3/1/1976,https://en.wikipedia.org/wiki/Nuclear_power_in_Japan,nan
Shut Down,JAPAN,JP-4,MIHAMA-1, PWR,8/1/1970,11/1/1970,4/1/2015,https://en.wikipedia.org/wiki/Mihama_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Mihama_Nuclear_Power_Plant
Shut Down,JAPAN,JP-31,MONJU, FBR,8/1/1995,,12/1/2017,https://en.wikipedia.org/wiki/Monju_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Monju_Nuclear_Power_Plant
Shut Down,JAPAN,JP-15,OHI-1, PWR,12/1/1977,3/1/1979,3/1/2018,https://en.wikipedia.org/wiki/%25C5%258Ci_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/%25C5%258Ci_Nuclear_Power_Plant
Shut Down,JAPAN,JP-22,ONAGAWA-1, BWR,11/1/1983,6/1/1984,12/1/2018,https://en.wikipedia.org/wiki/Onagawa_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Onagawa_Nuclear_Power_Plant
Shut Down,JAPAN,JP-7,SHIMANE-1, BWR,12/1/1973,3/1/1974,4/1/2015,https://en.wikipedia.org/wiki/Shimane_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Shimane_Nuclear_Power_Plant
Shut Down,JAPAN,JP-2,TOKAI-1, GCR,11/1/1965,7/1/1966,3/1/1998,https://en.wikipedia.org/wiki/T%25C5%258Dkai_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/T%25C5%258Dkai_Nuclear_Power_Plant
Shut Down,JAPAN,JP-3,TSURUGA-1, BWR,11/1/1969,3/1/1970,4/1/2015,https://en.wikipedia.org/wiki/Tsuruga_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Tsuruga_Nuclear_Power_Plant
Shut Down,KAZAKHSTAN,KZ-10,AKTAU, FBR,7/1/1973,7/1/1973,4/1/1999,https://en.wikipedia.org/wiki/BN-350_reactor,https://en.wikipedia.org/wiki/BN-350_reactor
Shut Down,"KOREA,REP.OF",KR-1,KORI-1, PWR,6/1/1977,4/1/1978,6/1/2017,https://en.wikipedia.org/wiki/Kori_Nuclear_Power_Plant,https://www.nti.org/learn/facilities/5/
Shut Down,"KOREA,REP.OF",KR-3,WOLSONG-1, PHWR,12/1/1982,4/1/1983,12/1/2019,https://en.wikipedia.org/wiki/Wolseong_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Wolseong_Nuclear_Power_Plant
Shut Down,LITHUANIA,LT-46,IGNALINA-1, LWGR,12/1/1983,5/1/1985,12/1/2004,https://en.wikipedia.org/wiki/Ignalina_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Ignalina_Nuclear_Power_Plant
Shut Down,NETHERLANDS,NL-1,DODEWAARD, BWR,10/1/1968,3/1/1969,3/1/1997,https://en.wikipedia.org/wiki/Dodewaard_nuclear_power_plant,https://en.wikipedia.org/wiki/Dodewaard_nuclear_power_plant
Shut Down,RUSSIA,RU-1,APS-1 OBNINSK, LWGR,6/1/1954,12/1/1954,4/1/2002,https://en.wikipedia.org/wiki/Obninsk_Nuclear_Power_Plant,https://www.world-nuclear.org/reactor/default.aspx/APS-1%2520OBNINSK
Shut Down,RUSSIA,RU-3,BELOYARSK-1, LWGR,4/1/1964,4/1/1964,1/1/1983,https://en.wikipedia.org/wiki/Beloyarsk_Nuclear_Power_Station,https://en.wikipedia.org/wiki/Beloyarsk_Nuclear_Power_Station
Shut Down,RUSSIA,RU-141,BILIBINO-1, LWGR,1/1/1974,4/1/1974,1/1/2019,https://en.wikipedia.org/wiki/Bilibino_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Bilibino_Nuclear_Power_Plant
Shut Down,RUSSIA,RU-15,LENINGRAD-1, LWGR,12/1/1973,11/1/1974,12/1/2018,https://en.wikipedia.org/wiki/Leningrad_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Leningrad_Nuclear_Power_Plant
Shut Down,RUSSIA,RU-4,NOVOVORONEZH-1, PWR,9/1/1964,12/1/1964,2/1/1988,https://en.wikipedia.org/wiki/Novovoronezh_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Novovoronezh_Nuclear_Power_Plant
Shut Down,SLOVAKIA,SK-1,BOHUNICE A1, HWGCR,12/1/1972,12/1/1972,2/1/1977,https://en.wikipedia.org/wiki/Bohunice_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Bohunice_Nuclear_Power_Plant
Shut Down,SLOVAKIA,SK-2,BOHUNICE-1, PWR,12/1/1978,4/1/1980,12/1/2006,https://en.wikipedia.org/wiki/Bohunice_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Bohunice_Nuclear_Power_Plant
Shut Down,SPAIN,ES-1,JOSE CABRERA-1, PWR,7/1/1968,8/1/1969,4/1/2006,https://en.wikipedia.org/wiki/Jos%25C3%25A9_Cabrera_Nuclear_Power_Station,https://en.wikipedia.org/wiki/Jos%25C3%25A9_Cabrera_Nuclear_Power_Station
Shut Down,SPAIN,ES-2,SANTA MARIA DE GARONA, BWR,3/1/1971,5/1/1971,8/1/2017,https://en.wikipedia.org/wiki/Santa_Mar%25C3%25ADa_de_Garo%25C3%25B1a_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Santa_Mar%25C3%25ADa_de_Garo%25C3%25B1a_Nuclear_Power_Plant
Shut Down,SPAIN,ES-3,VANDELLOS-1, GCR,5/1/1972,8/1/1972,7/1/1990,https://en.wikipedia.org/wiki/Vandell%25C3%25B2s_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Vandell%25C3%25B2s_Nuclear_Power_Plant
Shut Down,SWEDEN,SE-1,AGESTA, PHWR,5/1/1964,5/1/1964,6/1/1974,https://en.wikipedia.org/wiki/%25C3%2585gesta_Nuclear_Plant,https://en.wikipedia.org/wiki/%25C3%2585gesta_Nuclear_Plant
Shut Down,SWEDEN,SE-6,BARSEBACK-1, BWR,5/1/1975,7/1/1975,11/1/1999,https://en.wikipedia.org/wiki/Barseb%25C3%25A4ck_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Barseb%25C3%25A4ck_Nuclear_Power_Plant
Shut Down,SWEDEN,SE-2,OSKARSHAMN-1, BWR,8/1/1971,2/1/1972,6/1/2017,https://en.wikipedia.org/wiki/Oskarshamn_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Oskarshamn_Nuclear_Power_Plant
Shut Down,SWEDEN,SE-5,RINGHALS-2, PWR,8/1/1974,5/1/1975,12/1/2019,https://en.wikipedia.org/wiki/Ringhals_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Ringhals_Nuclear_Power_Plant
Shut Down,SWITZERLAND,CH-8,LUCENS, HWGCR,1/1/1968,,1/1/1969,https://en.wikipedia.org/wiki/Lucens_reactor,https://en.wikipedia.org/wiki/Lucens_reactor
Shut Down,SWITZERLAND,CH-2,MUEHLEBERG, BWR,7/1/1971,11/1/1972,12/1/2019,https://en.wikipedia.org/wiki/M%25C3%25BChleberg_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/M%25C3%25BChleberg_Nuclear_Power_Plant
Shut Down,UK,GB-3A,BERKELEY-1, GCR,6/1/1962,6/1/1962,3/1/1989,https://en.wikipedia.org/wiki/Berkeley_nuclear_power_station,https://en.wikipedia.org/wiki/Berkeley_nuclear_power_station
Shut Down,UK,GB-4A,BRADWELL-1, GCR,7/1/1962,7/1/1962,3/1/2002,https://en.wikipedia.org/wiki/Bradwell_nuclear_power_station,https://en.wikipedia.org/wiki/Bradwell_nuclear_power_station
Shut Down,UK,GB-1A,CALDER HALL-1, GCR,8/1/1956,10/1/1956,3/1/2003,https://en.wikipedia.org/wiki/Sellafield,https://www.world-nuclear.org/reactor/default.aspx/CALDER%2520HALL-1
Shut Down,UK,GB-2A,CHAPELCROSS-1, GCR,2/1/1959,3/1/1959,6/1/2004,https://en.wikipedia.org/wiki/Chapelcross_nuclear_power_station,https://en.wikipedia.org/wiki/Chapelcross_nuclear_power_station
Shut Down,UK,GB-14,DOUNREAY DFR, FBR,10/1/1962,10/1/1962,3/1/1977,https://en.wikipedia.org/wiki/Dounreay,https://en.wikipedia.org/wiki/Dounreay
Shut Down,UK,GB-15,DOUNREAY PFR, FBR,1/1/1975,7/1/1976,3/1/1994,https://en.wikipedia.org/wiki/Dounreay,https://en.wikipedia.org/wiki/Dounreay
Shut Down,UK,GB-9A,DUNGENESS A-1, GCR,9/1/1965,10/1/1965,12/1/2006,https://en.wikipedia.org/wiki/Dungeness_nuclear_power_station,https://en.wikipedia.org/wiki/Dungeness_nuclear_power_station
Shut Down,UK,GB-7A,HINKLEY POINT A-1, GCR,2/1/1965,3/1/1965,5/1/2000,https://en.wikipedia.org/wiki/Hinkley_Point_A_nuclear_power_station,https://en.wikipedia.org/wiki/Hinkley_Point_A_nuclear_power_station
Shut Down,UK,GB-6A,HUNTERSTON A-1, GCR,2/1/1964,2/1/1964,3/1/1990,https://en.wikipedia.org/wiki/Hunterston_A_nuclear_power_station,https://en.wikipedia.org/wiki/Hunterston_A_nuclear_power_station
Shut Down,UK,GB-11A,OLDBURY A-1, GCR,11/1/1967,12/1/1967,2/1/2012,https://en.wikipedia.org/wiki/Oldbury_nuclear_power_station,https://en.wikipedia.org/wiki/Oldbury_nuclear_power_station
Shut Down,UK,GB-10A,SIZEWELL A-1, GCR,1/1/1966,3/1/1966,12/1/2006,https://en.wikipedia.org/wiki/Sizewell_nuclear_power_stations,https://en.wikipedia.org/wiki/Sizewell_nuclear_power_stations
Shut Down,UK,GB-8A,TRAWSFYNYDD-1, GCR,1/1/1965,3/1/1965,2/1/1991,https://en.wikipedia.org/wiki/Trawsfynydd_nuclear_power_station,https://en.wikipedia.org/wiki/Trawsfynydd_nuclear_power_station
Shut Down,UK,GB-5,WINDSCALE AGR, GCR,2/1/1963,3/1/1963,4/1/1981,https://en.wikipedia.org/wiki/Advanced_Gas-cooled_Reactor,https://en.wikipedia.org/wiki/Advanced_Gas-cooled_Reactor
Shut Down,UK,GB-12,WINFRITH SGHWR, SGHWR,12/1/1967,1/1/1968,9/1/1990,https://en.wikipedia.org/wiki/Steam-Generating_Heavy_Water_Reactor,https://en.wikipedia.org/wiki/Steam-Generating_Heavy_Water_Reactor
Shut Down,UK,GB-13A,WYLFA-1, GCR,1/1/1971,11/1/1971,12/1/2015,https://en.wikipedia.org/wiki/Wylfa_nuclear_power_station,https://en.wikipedia.org/wiki/Wylfa_nuclear_power_station
Shut Down,UKRAINE,UA-25,CHERNOBYL-1, LWGR,9/1/1977,5/1/1978,11/1/1996,https://en.wikipedia.org/wiki/Chernobyl_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Chernobyl_Nuclear_Power_Plant
Shut Down,USA,US-155,BIG ROCK POINT, BWR,12/1/1962,3/1/1963,8/1/1997,https://en.wikipedia.org/wiki/Big_Rock_Point_Nuclear_Power_Plant,https://en.wikipedia.org/wiki/Big_Rock_Point_Nuclear_Power_Plant
Shut Down,USA,US-014,BONUS, BWR,8/1/1964,9/1/1965,6/1/1968,https://en.wikipedia.org/wiki/Boiling_Nuclear_Superheater_(BONUS)_Reactor_Facility,https://en.wikipedia.org/wiki/Boiling_Nuclear_Superheater_(BONUS)_Reactor_Facility
Shut Down,USA,US-302,CRYSTAL RIVER-3, PWR,1/1/1977,3/1/1977,2/1/2013,https://en.wikipedia.org/wiki/Crystal_River_Nuclear_Plant,https://en.wikipedia.org/wiki/Crystal_River_Nuclear_Plant
