Status,Country,ReactorCode,Reactor Name,Type,Grid Connection,Commercial operation,Shutdown,,,,ARMENIA,BELGIUM,BULGARIA,CANADA,FRANCE,GERMANY,ITALY,JAPAN,KAZAKHSTAN,"KOREA,REP.OF",LITHUANIA,NETHERLANDS,RUSSIA,SLOVAKIA,SPAIN,SWEDEN,SWITZERLAND,UK,UKRAINE,USA,CZECHREP.,SLOVENIA,ROMANIA,INDIA,CHINA,SOUTHAFRICA,HUNGARY,FINLAND,BRAZIL,"IRAN,ISL.REP.",ARGENTINA,PAKISTAN,MEXICO
Operational,USA,US-336,MILLSTONE-2,PWR,11/1/1975,12/1/1975,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-423,MILLSTONE-3,PWR,2/1/1986,4/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,INDIA,IN-1,TARAPUR-1,BWR,4/1/1969,10/1/1969,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,INDIA,IN-2,TARAPUR-2,BWR,5/1/1969,10/1/1969,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,INDIA,IN-23,TARAPUR-3,PHWR,6/1/2006,8/1/2006,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,INDIA,IN-24,TARAPUR-4,PHWR,6/1/2005,9/1/2005,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,INDIA,IN-9,KAKRAPAR-1,PHWR,11/1/1992,5/1/1993,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,INDIA,IN-10,KAKRAPAR-2,PHWR,3/1/1995,9/1/1995,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-247,INDIAN POINT-2,PWR,6/1/1973,8/1/1974,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-286,INDIAN POINT-3,PWR,4/1/1976,8/1/1976,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,INDIA,IN-13,KAIGA-1,PHWR,10/1/2000,11/1/2000,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,INDIA,IN-14,KAIGA-2,PHWR,12/1/1999,3/1/2000,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,INDIA,IN-15,KAIGA-3,PHWR,4/1/2007,5/1/2007,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,INDIA,IN-16,KAIGA-4,PHWR,1/1/2011,1/1/2011,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-272,SALEM-1,PWR,12/1/1976,6/1/1977,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-311,SALEM-2,PWR,6/1/1981,10/1/1981,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-354,HOPE CREEK-1,BWR,8/1/1986,12/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-352,LIMERICK-1,BWR,4/1/1985,2/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-353,LIMERICK-2,BWR,9/1/1989,1/1/1990,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,INDIA,IN-3,RAJASTHAN-1,PHWR,11/1/1972,12/1/1973,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,INDIA,IN-4,RAJASTHAN-2,PHWR,11/1/1980,4/1/1981,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,INDIA,IN-11,RAJASTHAN-3,PHWR,3/1/2000,6/1/2000,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,INDIA,IN-12,RAJASTHAN-4,PHWR,11/1/2000,12/1/2000,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,INDIA,IN-19,RAJASTHAN-5,PHWR,12/1/2009,2/1/2010,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,INDIA,IN-20,RAJASTHAN-6,PHWR,3/1/2010,3/1/2010,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-387,SUSQUEHANNA-1,BWR,11/1/1982,6/1/1983,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-388,SUSQUEHANNA-2,BWR,7/1/1984,2/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-277,PEACH BOTTOM-2,BWR,2/1/1974,7/1/1974,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-278,PEACH BOTTOM-3,BWR,9/1/1974,12/1/1974,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-333,FITZPATRICK,BWR,2/1/1975,7/1/1975,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-220,NINE MILE POINT-1,BWR,11/1/1969,12/1/1969,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-410,NINE MILE POINT-2,BWR,8/1/1987,3/1/1988,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-317,CALVERT CLIFFS-1,PWR,1/1/1975,5/1/1975,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-318,CALVERT CLIFFS-2,PWR,12/1/1976,4/1/1977,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-280,SURRY-1,PWR,7/1/1972,12/1/1972,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-281,SURRY-2,PWR,3/1/1973,5/1/1973,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-244,GINNA,PWR,12/1/1969,7/1/1970,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,INDIA,IN-26,KUDANKULAM-2,PWR,8/1/2016,3/1/2017,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-338,NORTH ANNA-1,PWR,4/1/1978,6/1/1978,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-339,NORTH ANNA-2,PWR,8/1/1980,12/1/1980,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-325,BRUNSWICK-1,BWR,12/1/1976,3/1/1977,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-324,BRUNSWICK-2,BWR,4/1/1975,11/1/1975,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,INDIA,IN-7,NARORA-1,PHWR,7/1/1989,1/1/1991,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,INDIA,IN-8,NARORA-2,PHWR,1/1/1992,7/1/1992,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CANADA,CA-22,DARLINGTON-1,PHWR,12/1/1990,11/1/1992,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CANADA,CA-23,DARLINGTON-2,PHWR,1/1/1990,10/1/1990,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CANADA,CA-24,DARLINGTON-3,PHWR,12/1/1992,2/1/1993,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CANADA,CA-25,DARLINGTON-4,PHWR,4/1/1993,6/1/1993,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-400,HARRIS-1,PWR,1/1/1987,5/1/1987,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CANADA,CA-4,PICKERING-1,PHWR,4/1/1971,7/1/1971,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CANADA,CA-7,PICKERING-4,PHWR,5/1/1973,6/1/1973,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CANADA,CA-13,PICKERING-5,PHWR,12/1/1982,5/1/1983,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CANADA,CA-14,PICKERING-6,PHWR,11/1/1983,2/1/1984,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CANADA,CA-15,PICKERING-7,PHWR,11/1/1984,1/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CANADA,CA-16,PICKERING-8,PHWR,1/1/1986,2/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,SWITZERLAND,CH-5,LEIBSTADT,BWR,5/1/1984,12/1/1984,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,SWITZERLAND,CH-1,BEZNAU-1,PWR,7/1/1969,12/1/1969,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,SWITZERLAND,CH-3,BEZNAU-2,PWR,10/1/1971,3/1/1972,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-261,ROBINSON-2,PWR,9/1/1970,3/1/1971,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,INDIA,IN-5,MADRAS-1,PHWR,7/1/1983,1/1/1984,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,INDIA,IN-6,MADRAS-2,PHWR,9/1/1985,3/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-335,ST. LUCIE-1,PWR,5/1/1976,12/1/1976,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-389,ST. LUCIE-2,PWR,6/1/1983,8/1/1983,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-250,TURKEY POINT-3,PWR,11/1/1972,12/1/1972,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-251,TURKEY POINT-4,PWR,6/1/1973,9/1/1973,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-334,BEAVER VALLEY-1,PWR,6/1/1976,10/1/1976,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-412,BEAVER VALLEY-2,PWR,8/1/1987,11/1/1987,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-369,MCGUIRE-1,PWR,9/1/1981,12/1/1981,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-370,MCGUIRE-2,PWR,5/1/1983,3/1/1984,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-413,CATAWBA-1,PWR,1/1/1985,6/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-414,CATAWBA-2,PWR,5/1/1986,8/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-440,PERRY-1,BWR,12/1/1986,11/1/1987,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-395,SUMMER-1,PWR,11/1/1982,1/1/1984,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CANADA,CA-8,BRUCE-1,PHWR,1/1/1977,9/1/1977,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CANADA,CA-9,BRUCE-2,PHWR,9/1/1976,9/1/1977,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CANADA,CA-10,BRUCE-3,PHWR,12/1/1977,2/1/1978,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CANADA,CA-11,BRUCE-4,PHWR,12/1/1978,1/1/1979,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CANADA,CA-18,BRUCE-5,PHWR,12/1/1984,3/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CANADA,CA-19,BRUCE-6,PHWR,6/1/1984,9/1/1984,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CANADA,CA-20,BRUCE-7,PHWR,2/1/1986,4/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,CANADA,CA-21,BRUCE-8,PHWR,3/1/1987,5/1/1987,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-424,VOGTLE-1,PWR,3/1/1987,6/1/1987,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-425,VOGTLE-2,PWR,4/1/1989,5/1/1989,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-321,HATCH-1,BWR,11/1/1974,12/1/1975,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-366,HATCH-2,BWR,9/1/1978,9/1/1979,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-269,OCONEE-1,PWR,5/1/1973,7/1/1973,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-270,OCONEE-2,PWR,12/1/1973,9/1/1974,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-287,OCONEE-3,PWR,9/1/1974,12/1/1974,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-341,FERMI-2,BWR,9/1/1986,1/1/1988,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-390,WATTS BAR-1,PWR,2/1/1996,5/1/1996,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-391,WATTS BAR-2,PWR,6/1/2016,10/1/2016,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-327,SEQUOYAH-1,PWR,7/1/1980,7/1/1981,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-328,SEQUOYAH-2,PWR,12/1/1981,6/1/1982,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-348,FARLEY-1,PWR,8/1/1977,12/1/1977,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-364,FARLEY-2,PWR,5/1/1981,7/1/1981,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-255,PALISADES,PWR,12/1/1971,12/1/1971,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-315,COOK-1,PWR,2/1/1975,8/1/1975,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-316,COOK-2,PWR,3/1/1978,7/1/1978,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-259,BROWNS FERRY-1,BWR,10/1/1973,8/1/1974,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-260,BROWNS FERRY-2,BWR,8/1/1974,3/1/1975,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-296,BROWNS FERRY-3,BWR,9/1/1976,3/1/1977,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-266,POINT BEACH-1,PWR,11/1/1970,12/1/1970,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-301,POINT BEACH-2,PWR,8/1/1972,10/1/1972,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-456,BRAIDWOOD-1,PWR,7/1/1987,7/1/1988,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-457,BRAIDWOOD-2,PWR,5/1/1988,10/1/1988,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-237,DRESDEN-2,BWR,4/1/1970,6/1/1970,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-249,DRESDEN-3,BWR,7/1/1971,11/1/1971,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-373,LASALLE-1,BWR,9/1/1982,1/1/1984,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-374,LASALLE-2,BWR,4/1/1984,10/1/1984,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-461,CLINTON-1,BWR,4/1/1987,11/1/1987,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-454,BYRON-1,PWR,3/1/1985,9/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-455,BYRON-2,PWR,2/1/1987,8/1/1987,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,GERMANY,DE-44,NECKARWESTHEIM-2,PWR,1/1/1989,4/1/1989,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,GERMANY,DE-32,BROKDORF,PWR,10/1/1986,12/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,GERMANY,DE-27,GROHNDE,PWR,9/1/1984,2/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-254,QUAD CITIES-1,BWR,4/1/1972,2/1/1973,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-265,QUAD CITIES-2,BWR,5/1/1972,3/1/1973,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-382,WATERFORD-3,PWR,3/1/1985,9/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-416,GRAND GULF-1,BWR,10/1/1984,7/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-458,RIVER BEND-1,BWR,12/1/1985,6/1/1986,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-331,DUANE ARNOLD-1,BWR,5/1/1974,2/1/1975,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-483,CALLAWAY-1,PWR,10/1/1984,12/1/1984,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-282,PRAIRIE ISLAND-1,PWR,12/1/1973,12/1/1973,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-306,PRAIRIE ISLAND-2,PWR,12/1/1974,12/1/1974,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-313,ANO-1,PWR,8/1/1974,12/1/1974,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-368,ANO-2,PWR,12/1/1978,3/1/1980,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-263,MONTICELLO,BWR,3/1/1971,6/1/1971,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-298,COOPER,BWR,5/1/1974,7/1/1974,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-482,WOLF CREEK,PWR,6/1/1985,9/1/1985,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-498,SOUTH TEXAS-1,PWR,3/1/1988,8/1/1988,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-499,SOUTH TEXAS-2,PWR,4/1/1989,6/1/1989,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,MEXICO,MX-1,LAGUNA VERDE-1,BWR,4/1/1989,7/1/1990,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,MEXICO,MX-2,LAGUNA VERDE-2,BWR,11/1/1994,4/1/1995,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-445,COMANCHE PEAK-1,PWR,4/1/1990,8/1/1990,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operational,USA,US-446,COMANCHE PEAK-2,PWR,4/1/1993,8/1/1993,1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
